Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/data/?contextKeys=travel,373,1,36,292.0118002975855,10.049858000002132,5480.4656240000895,128.71045576407508,0.26175288115204437,0.00070175035161406,36,97,200,280,810,1600,2300,4400,5500,5500,5500
GET,/api/data?contextKeys=books,1,1,3418.5538269999824,3418.5538269999824,3418.5538269999824,3418.5538269999824,0.0,0.00070175035161406,0.00070175035161406,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400
POST,/api/product-ask-ai-assistant/0PUK6V6EV0,75,3,710,1135.6411649599977,10.229369999933624,4909.224794000011,308.24,0.052631276371054504,0.00210525105484218,710,1300,1600,2100,2600,3600,4100,4900,4900,4900,4900
POST,/api/product-ask-ai-assistant/1YMWWN1N4O,98,6,860,1361.8742775714336,8.014371999934156,5811.77634300002,299.9183673469388,0.06877153445817788,0.00421050210968436,890,1500,1900,2500,3400,3800,5500,5800,5800,5800,5800
POST,/api/product-ask-ai-assistant/2ZYFJ3GM2N,80,3,1400,1516.4032845875042,7.793477000063831,6003.163477999806,301.0875,0.0561400281291248,0.00210525105484218,1400,1800,2300,2400,3200,3900,5000,6000,6000,6000,6000
POST,/api/product-ask-ai-assistant/66VCHSJNUP,83,4,920,1338.3835002048227,7.568773999992118,6422.984887999974,268.0722891566265,0.058245279183966985,0.00280700140645624,920,1700,2000,2200,3100,4100,5300,6400,6400,6400,6400
POST,/api/product-ask-ai-assistant/6E92ZMYYFZ,80,5,710,1279.9720650375025,8.104653000032158,5513.908678000007,316.1,0.0561400281291248,0.0035087517580703,740,1200,2000,2400,3100,3600,5100,5500,5500,5500,5500
POST,/api/product-ask-ai-assistant/9SIQT8TOJO,71,3,1200,1394.046599859146,6.7945000000690925,4900.147823999987,339.0,0.049824274964598264,0.00210525105484218,1200,1700,2100,2400,2900,3700,4700,4900,4900,4900,4900
POST,/api/product-ask-ai-assistant/HQTGWGPNH4,107,8,630,1134.1251333551356,7.356520000030287,5144.682924000108,307.5140186915888,0.07508728762270442,0.00561400281291248,630,1200,1700,2300,2900,3500,4300,4600,5100,5100,5100
POST,/api/product-ask-ai-assistant/L9ECAV7KIM,86,3,910,1290.9979831744074,7.6848149999477755,5018.766739000057,290.2674418604651,0.06035053023880916,0.00210525105484218,940,1300,2200,2600,3200,3700,4700,5000,5000,5000,5000
POST,/api/product-ask-ai-assistant/LS4PSXUNUM,81,8,650,1067.9871530246853,9.47798699996838,6744.73937599987,294.51851851851853,0.05684177848073886,0.00561400281291248,650,1000,1300,1800,2800,3000,4900,6700,6700,6700,6700
POST,/api/product-ask-ai-assistant/OLJCESPC7Z,85,4,660,1099.5987579176578,7.109476000096038,5087.029334000022,268.7647058823529,0.0596487798871951,0.00280700140645624,660,1300,1700,1900,2500,3500,3900,5100,5100,5100,5100
GET,/api/product-reviews/0PUK6V6EV0,169,11,440,722.4445237751407,7.62104399996133,4491.443003999962,925.0591715976332,0.11859580942277614,0.00771925386775466,440,830,1100,1300,1900,2300,2800,3400,4500,4500,4500
GET,/api/product-reviews/1YMWWN1N4O,172,3,380,667.7802527965113,7.397889999992913,7428.46151599997,1005.5232558139535,0.12070106047761832,0.00210525105484218,380,680,920,1100,1700,2200,2400,2700,7400,7400,7400
GET,/api/product-reviews/2ZYFJ3GM2N,186,4,520,776.2120439247335,7.132985999987795,7877.492030999974,977.9677419354839,0.13052556540021518,0.00280700140645624,530,930,1100,1300,1700,2400,3000,3800,7900,7900,7900
GET,/api/product-reviews/66VCHSJNUP,179,9,500,812.7435227262553,7.3358089999828735,6333.470822999971,947.927374301676,0.12561331293891675,0.00631575316452654,500,800,1100,1300,2300,3000,3500,4100,6300,6300,6300
GET,/api/product-reviews/6E92ZMYYFZ,173,6,460,727.0040993641743,8.058482000024014,6814.977168999917,991.1445086705203,0.12140281082923238,0.00421050210968436,460,710,960,1100,1800,2300,3800,4800,6800,6800,6800
GET,/api/product-reviews/9SIQT8TOJO,166,5,410,801.761914277101,7.759106999856158,8541.844572999935,980.210843373494,0.11649055836793397,0.0035087517580703,450,760,1000,1300,2000,2500,4100,7500,8500,8500,8500
GET,/api/product-reviews/HQTGWGPNH4,191,8,470,736.0894017905681,8.09508299994377,5078.1386299998985,988.696335078534,0.13403431715828545,0.00561400281291248,470,780,1000,1200,1800,2300,3500,4700,5100,5100,5100
GET,/api/product-reviews/L9ECAV7KIM,153,9,430,632.0315943790882,8.058931999926244,3225.7366849999016,888.7647058823529,0.10736780379695118,0.00631575316452654,430,700,990,1100,1500,2000,2900,3200,3200,3200,3200
GET,/api/product-reviews/LS4PSXUNUM,165,8,450,708.7466827272715,7.730326000000787,8651.687684999957,962.0484848484848,0.1157888080163199,0.00561400281291248,450,770,1000,1200,1700,2300,3300,3900,8700,8700,8700
GET,/api/product-reviews/OLJCESPC7Z,161,12,410,620.338482403713,7.067284999948242,2981.2083580000035,940.9130434782609,0.11298180660986366,0.00842100421936872,410,680,1000,1100,1500,2000,2400,2500,3000,3000,3000
GET,/api/products/0PUK6V6EV0,1456,17,32,328.2915693605776,6.928641999934371,15374.929590000193,416.3482142857143,1.0217485119500713,0.01192975597743902,32,85,160,240,550,780,1400,15000,15000,15000,15000
GET,/api/products/1YMWWN1N4O,1408,20,29,319.19939401491143,7.352469000011297,15486.720215000105,875.7691761363636,0.9880644950725965,0.0140350070322812,29,72,140,200,540,760,1400,15000,15000,15000,15000
GET,/api/products/2ZYFJ3GM2N,1316,13,28,283.61003892857264,7.608163999975659,15785.519879000049,550.7401215805471,0.923503462724103,0.00912275457098278,28,75,140,220,590,780,1100,3000,15000,16000,16000
GET,/api/products/66VCHSJNUP,1448,18,29,312.941108651936,7.203806999996232,15225.070248000065,488.15124309392263,1.016134509137159,0.01263150632905308,29,71,150,220,550,780,1500,15000,15000,15000,15000
