Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785166489,93,,Aggregated,25.400000,0.000000,15,20,23,26,35,54,180,8000,8000,8000,8000,538,0,15,154.29767970165383,7.592105073854327,8044.49362703599,3597.092936802974
1785166490,96,,Aggregated,27.000000,0.000000,15,20,23,26,34,53,150,8000,8000,8000,8000,566,0,15,147.34972773988602,7.592105073854327,8044.49362703599,3528.9328621908126
1785166491,99,,Aggregated,27.700000,0.000000,15,20,23,26,34,53,150,8000,8000,8000,8000,611,0,15,151.08916902253114,7.592105073854327,8044.49362703599,3426.2700490998363
1785166493,105,,Aggregated,30.900000,0.000000,14,19,23,26,34,53,180,8000,8000,8000,8000,655,0,14,166.44927234893652,7.592105073854327,8044.49362703599,3295.7969465648853
1785166494,108,,Aggregated,32.100000,0.000000,15,20,24,28,38,77,420,8000,8000,8000,8000,705,0,15,159.7980541312499,7.592105073854327,8044.49362703599,3238.9475177304967
1785166495,111,,Aggregated,33.600000,0.000000,15,20,24,28,40,81,420,8000,8000,8000,8000,749,0,15,152.1785059867325,7.592105073854327,8044.49362703599,3175.3297730307077
1785166496,114,,Aggregated,35.500000,0.000000,15,20,24,28,44,88,430,8000,8100,8100,8100,778,0,15,168.20802823502743,7.592105073854327,8071.834784001112,3131.7005141388177
1785166497,117,,Aggregated,36.900000,0.000000,15,20,24,28,44,95,430,8000,8100,8100,8100,814,0,15,171.765035194521,7.592105073854327,8071.834784001112,3141.0552825552827
1785166498,123,,Aggregated,36.800000,0.000000,15,20,24,28,44,96,8000,8000,8100,8100,8100,852,0,15,202.5557268419666,7.592105073854327,8096.994488034397,3080.836854460094
1785166499,126,,Aggregated,37.300000,0.000000,15,21,26,29,48,100,8000,8000,8100,8100,8100,904,0,15,203.27567847124178,7.1742061991244555,8096.994488034397,3084.5199115044247
1785166500,129,,Aggregated,37.700000,0.000000,15,21,25,29,47,99,8000,8000,8100,8100,8100,947,0,15,203.1704507578349,7.1742061991244555,8096.994488034397,3067.4699049630412
1785166501,132,,Aggregated,38.900000,0.000000,15,20,25,29,45,96,8000,8000,8100,8100,8100,997,0,15,193.93431083878377,7.1742061991244555,8096.994488034397,3043.5486459378135
1785166502,135,,Aggregated,38.200000,0.000000,15,20,25,29,44,88,430,8000,8100,8100,8100,1062,0,15,183.41125660398782,7.1742061991244555,8096.994488034397,2957.214689265537
1785166503,138,,Aggregated,39.800000,0.000000,15,21,25,29,47,99,430,8000,8100,8100,8100,1108,0,15,178.5125662215451,7.1742061991244555,8096.994488034397,2920.120938628159
1785166504,144,,Aggregated,40.800000,0.000000,15,21,27,31,53,120,470,8000,8100,8100,8100,1188,0,15,171.3629904080038,7.1742061991244555,8096.994488034397,2893.6835016835016
1785166505,147,,Aggregated,43.500000,0.000000,15,21,27,31,53,120,440,8000,8100,8100,8100,1225,0,15,167.12212667040222,7.1742061991244555,8096.994488034397,2861.821224489796
1785166506,150,,Aggregated,44.200000,0.000000,15,21,27,31,53,120,430,8000,8100,8100,8100,1262,0,15,163.08201560912957,7.1742061991244555,8096.994488034397,2834.1133122028527
1785166507,153,,Aggregated,46.300000,0.000000,15,21,27,31,58,130,430,8000,8100,8100,8100,1324,0,15,157.36976154028997,7.1742061991244555,8096.994488034397,2770.8028700906343
